user_id,product_id,viewed,clicked,purchased
978,406,1,1,0
609,169,1,1,0
668,417,1,0,0
514,122,0,1,0
517,9,1,0,0
831,379,0,0,0
974,270,1,0,0
543,467,1,0,0
177,302,1,1,0
358,142,1,0,0
735,338,1,1,0
936,343,1,1,0
978,332,0,1,0
717,203,1,0,0
195,329,1,0,0
469,461,0,1,0
11,146,1,1,1
56,120,1,0,0
811,261,1,0,0
396,12,1,1,0
771,176,1,0,1
314,218,1,1,0
689,238,1,0,0
246,183,1,0,0
339,249,1,1,0
433,125,1,1,0
768,73,1,1,1
425,105,0,1,0
235,451,1,0,0
225,135,1,1,0
518,149,1,0,0
200,195,1,0,1
449,186,0,1,0
144,468,0,1,0
964,395,1,1,0
221,35,1,0,1
231,377,1,1,0
12,217,1,0,0
209,307,0,1,0
307,60,1,1,0
45,388,0,0,0
454,276,1,1,0
652,355,0,0,1
181,213,0,0,0
697,66,0,1,0
513,492,1,0,0
541,491,1,1,1
457,59,1,0,0
682,486,1,1,1
17,262,1,1,0
244,161,1,0,1
590,341,1,0,0
773,37,1,1,0
287,491,0,0,1
200,118,1,0,0
625,50,1,1,1
885,75,1,0,0
258,362,1,1,0
449,121,0,0,0
531,11,1,1,0
392,453,1,0,0
764,448,1,0,0
977,4,0,0,0
380,21,1,0,0
328,238,1,0,1
276,351,1,0,0
533,453,1,0,0
369,94,1,1,0
678,255,1,1,0
915,263,0,1,1
383,471,1,1,0
559,281,1,0,1
816,222,0,0,1
512,260,1,1,1
674,239,1,1,0
799,389,1,1,1
777,205,1,0,0
339,194,1,1,0
65,13,1,0,1
469,472,0,1,0
476,186,1,0,0
389,254,0,0,0
728,122,1,1,1
738,283,1,0,0
987,352,1,1,1
563,150,0,1,0
878,46,0,0,0
748,296,1,1,0
831,310,1,1,0
259,272,1,1,0
525,146,0,1,0
459,268,1,1,0
670,164,1,0,0
736,222,0,0,0
328,218,1,0,0
320,138,1,0,1
352,348,1,1,0
8,160,1,1,0
627,69,1,1,0
509,446,1,1,0
700,125,0,0,0
836,7,1,1,0
156,409,1,1,0
493,423,0,0,0
257,27,1,0,1
577,165,0,0,1
573,323,1,0,1
901,113,1,0,1
55,258,1,1,0
811,389,1,1,0
355,357,1,1,0
596,314,1,1,0
527,6,1,0,0
807,461,1,1,0
363,212,1,1,0
721,308,1,1,0
694,242,1,0,0
742,210,0,1,0
196,440,1,1,0
933,17,0,1,0
313,437,1,1,0
691,361,1,0,0
145,484,1,0,0
26,469,1,1,1
814,49,0,1,0
770,401,1,1,0
324,435,1,0,1
246,125,1,0,0
262,197,0,1,0
479,489,1,1,1
731,388,1,0,1
6,355,1,0,1
163,61,0,1,0
782,496,1,1,0
140,404,1,0,0
157,201,1,0,1
540,286,1,1,0
204,494,1,0,0
173,358,1,1,1
89,409,0,0,0
297,308,1,0,0
851,29,1,0,1
445,227,1,0,0
785,39,0,1,0
443,261,1,0,0
985,297,1,1,0
368,163,1,0,0
556,132,1,1,0
847,334,1,1,0
18,328,1,1,0
202,383,1,1,0
6,107,0,0,0
918,319,0,0,0
808,330,0,1,0
866,440,1,1,0
842,39,1,0,1
776,106,1,1,0
697,206,0,0,1
289,254,1,0,0
22,172,1,0,0
409,78,1,0,0
994,388,1,0,1
734,232,1,1,0
349,397,0,1,0
463,409,1,1,0
480,53,1,1,0
510,35,1,0,0
836,273,1,0,0
726,375,1,1,0
702,479,1,0,0
873,377,1,1,0
673,342,0,1,0
762,231,1,0,0
463,21,1,0,0
402,202,1,0,0
156,59,1,1,0
389,263,1,1,0
481,43,1,0,0
196,355,1,1,1
599,235,1,0,1
847,398,1,1,1
999,266,1,0,0
239,312,1,1,0
622,277,1,0,0
927,35,0,0,0
916,45,1,0,0
87,340,1,0,0
699,436,0,1,0
291,421,1,1,0
811,32,1,0,0
43,213,1,0,0
255,489,0,1,0
394,429,1,1,0
886,494,1,1,0
409,454,1,0,0
719,132,1,1,0
869,278,1,0,0
630,167,1,1,1
648,367,0,1,0
772,210,0,1,1
109,298,1,0,0
945,198,0,0,0
180,221,1,1,1
659,487,1,0,1
946,407,0,1,0
963,374,0,0,1
461,440,1,0,0
452,173,1,0,1
205,1,0,1,0
782,227,0,0,0
183,37,1,0,1
591,193,1,0,0
544,172,1,1,0
759,89,1,0,0
868,25,1,0,0
555,405,1,1,0
344,324,1,0,0
549,108,1,1,1
361,223,1,0,0
255,277,1,1,0
533,221,1,0,0
352,379,0,0,0
886,400,0,1,0
485,481,1,1,0
273,39,1,0,0
96,334,0,1,0
839,127,1,0,0
241,431,0,1,1
558,315,0,0,0
524,341,1,1,0
429,485,1,1,0
205,154,1,1,0
3,93,1,1,0
817,267,1,0,1
379,360,0,1,0
635,188,1,0,0
628,183,1,0,1
632,428,1,0,0
879,493,0,0,0
342,452,1,0,0
701,58,1,0,0
62,421,1,1,0
713,443,0,1,1
635,419,1,0,0
73,229,1,1,1
392,341,1,1,0
918,285,1,0,0
8,144,1,1,0
483,224,1,0,1
68,250,1,0,0
117,389,0,0,0
12,366,1,1,0
65,134,0,1,0
191,233,1,1,0
291,231,0,0,0
249,389,1,0,0
296,300,1,1,0
274,299,1,1,1
67,299,1,1,0
827,208,1,0,1
822,3,1,0,0
512,128,0,1,0
898,219,1,1,0
953,285,0,0,0
386,153,1,1,0
799,193,1,1,0
578,143,1,0,1
225,264,0,0,0
278,215,1,1,1
657,474,1,0,0
493,364,0,0,0
855,82,1,0,1
290,34,1,0,1
941,170,0,0,0
212,445,1,0,1
939,329,1,1,0
194,30,1,1,0
439,228,1,0,0
999,435,1,1,1
360,103,1,0,0
96,258,1,1,0
845,417,0,0,0
913,312,1,0,0
798,288,1,0,0
284,499,1,0,0
630,103,1,0,0
292,395,1,1,1
110,418,1,0,0
406,115,1,0,0
253,352,1,1,1
971,241,1,0,1
592,329,1,0,0
868,403,1,0,0
237,97,0,0,0
776,188,1,0,0
653,228,1,0,1
603,391,0,1,1
539,248,1,1,0
459,463,1,1,0
950,60,0,0,0
650,447,1,0,1
990,20,1,1,0
184,136,0,1,0
94,437,1,1,0
89,341,1,0,0
84,63,1,0,1
359,235,0,0,0
381,401,1,1,0
314,76,0,0,0
301,430,1,0,0
422,77,1,0,0
461,34,0,0,0
695,68,0,1,0
226,219,1,1,1
675,251,1,0,0
790,47,1,0,1
913,304,1,1,0
122,278,1,0,0
890,80,0,0,1
92,126,1,0,1
536,457,1,1,0
541,312,1,1,0
72,249,1,1,0
766,456,0,1,0
257,499,0,1,1
841,467,1,0,0
666,188,1,1,0
59,205,1,1,0
803,453,1,0,1
209,287,1,0,1
325,473,1,0,0
215,354,1,1,0
248,24,1,0,0
91,356,1,0,0
479,311,1,0,1
266,180,1,0,0
371,225,1,0,0
875,480,1,0,0
815,79,1,0,0
262,139,1,1,0
890,361,1,0,0
930,109,1,0,0
82,394,1,0,0
668,267,0,0,0
767,347,0,0,0
637,206,1,1,1
387,154,1,1,0
505,449,1,1,0
746,476,1,1,0
281,115,1,0,0
208,81,1,0,0
777,215,1,1,0
460,280,1,0,0
777,132,1,0,0
366,52,1,1,0
749,60,0,0,1
134,412,1,1,0
180,148,1,0,0
823,167,0,0,0
225,444,1,0,0
781,490,0,0,1
859,2,1,0,0
868,402,1,0,0
53,211,1,1,1
136,336,1,1,1
515,71,1,0,0
287,229,0,0,0
699,234,1,0,0
767,209,1,1,0
239,223,0,0,0
523,399,0,0,0
138,10,1,1,0
815,230,0,1,0
708,349,0,1,0
370,390,1,0,1
472,268,1,1,1
779,178,1,0,0
826,57,1,0,0
313,288,1,0,1
515,404,1,0,1
512,396,1,1,0
184,447,1,0,1
118,251,1,0,0
127,266,1,1,0
633,246,0,0,0
248,389,1,1,1
183,336,0,1,0
90,440,1,1,0
908,66,0,1,0
657,363,0,0,1
795,35,1,1,0
458,22,1,0,0
940,48,0,1,1
172,378,1,0,1
19,219,1,1,0
865,51,1,0,0
956,223,1,1,0
895,223,1,0,0
861,334,1,0,1
206,455,1,1,0
769,35,1,0,0
980,164,1,0,1
508,3,0,0,0
582,146,1,0,0
185,471,1,0,0
874,457,1,1,0
585,416,0,0,0
391,138,1,1,0
717,57,0,0,0
637,457,1,1,0
134,249,1,0,0
796,477,0,1,0
605,346,0,0,0
281,254,0,1,0
131,6,0,0,0
350,468,1,0,0
749,381,1,0,0
578,190,1,1,0
638,381,1,0,0
153,230,1,1,0
900,318,1,1,0
524,438,1,0,0
703,137,0,0,0
363,273,1,1,0
37,402,1,0,0
422,440,1,1,0
49,157,1,1,0
880,269,1,1,0
327,313,1,1,0
773,149,1,0,1
662,39,1,1,0
347,444,0,1,1
524,342,1,0,1
144,396,1,0,0
698,228,1,0,0
455,492,1,1,1
261,146,1,0,0
432,232,1,0,1
169,408,1,1,0
309,226,1,0,0
814,18,1,0,1
529,191,1,1,0
611,56,1,0,0
84,182,1,1,0
468,145,1,1,1
946,317,1,0,0
232,364,1,0,0
887,243,0,1,1
775,25,1,1,0
883,40,1,1,0
370,69,1,0,0
265,367,1,1,0
517,490,1,1,1
557,263,1,0,0
222,376,1,0,0
948,439,1,0,0
978,182,1,0,0
852,109,1,0,0
940,48,1,1,0
767,321,1,0,0
447,178,1,0,0
975,53,0,0,0
843,436,1,0,0
615,291,1,0,1
172,401,1,0,0
23,214,1,0,0
629,266,1,0,0
962,451,1,1,0
513,74,1,0,0
111,419,1,0,0
830,492,1,1,0
125,222,0,0,0
888,346,1,0,1
230,254,1,0,0
91,168,0,0,1
633,169,0,0,0
600,40,0,0,1
252,465,1,1,0
524,66,1,1,0
920,297,0,1,0
210,497,1,1,0
715,290,1,0,0
473,216,0,0,0
731,86,1,0,0
823,91,1,0,1
696,321,0,1,0
546,36,1,0,1
372,302,1,1,0
916,217,1,0,0
95,336,1,0,1
249,61,1,1,0
434,162,1,0,0
836,180,1,1,0
228,75,0,1,0
485,124,1,0,0
952,10,1,0,0
480,13,0,0,1
164,305,1,1,0
120,443,1,0,0
643,159,1,1,1
202,356,1,1,0
450,319,1,0,1
799,78,1,1,1
131,453,1,1,0
404,129,1,1,1
954,406,1,1,0
315,6,1,0,0
542,114,1,1,0
376,360,1,0,0
688,94,0,0,0
773,254,1,0,0
960,215,0,1,1
942,381,1,1,1
287,463,1,0,1
397,344,1,1,1
546,39,0,0,0
715,22,1,0,0
561,305,1,0,0
673,425,1,1,0
293,445,1,0,0
290,45,1,0,0
355,247,1,1,0
572,92,1,1,0
618,453,1,0,0
249,488,1,1,0
7,232,1,0,0
807,209,1,0,0
33,130,0,0,0
388,204,1,0,0
516,25,1,1,0
136,434,1,0,0
866,189,1,0,1
169,93,1,1,0
955,278,1,1,0
794,305,1,0,0
232,282,0,1,1
498,287,1,1,0
836,133,1,1,0
324,332,0,1,0
47,95,0,1,1
84,244,1,0,0
365,144,1,0,0
461,8,1,0,0
270,271,1,1,1
610,19,1,1,0
805,125,1,0,0
497,454,1,1,1
911,444,1,0,1
49,40,0,0,0
571,473,1,1,0
92,38,0,0,1
23,53,1,1,0
676,261,1,0,0
623,242,1,0,1
472,494,1,0,0
300,420,1,0,1
990,203,0,1,0
597,457,1,0,1
662,231,1,0,1
451,89,1,1,1
444,403,1,0,0
849,361,0,0,0
379,71,1,0,0
757,1,1,0,1
97,386,1,1,1
229,38,1,1,0
614,437,1,0,0
427,19,1,1,1
984,479,1,0,0
46,385,1,0,1
287,472,1,1,0
616,296,1,1,0
159,437,1,0,0
397,313,1,0,1
600,158,1,1,1
726,271,1,1,0
281,93,1,1,0
984,139,0,0,1
851,289,1,0,0
57,421,1,0,1
467,95,1,0,0
497,426,0,1,0
910,425,1,0,0
619,198,1,0,1
733,183,1,1,0
377,140,1,1,0
598,89,1,1,0
293,186,0,1,0
439,218,1,0,0
25,53,1,0,0
70,8,1,0,0
3,108,1,1,0
606,262,1,1,1
847,168,1,1,0
570,430,1,0,0
171,469,1,1,0
665,331,1,1,1
210,92,1,0,1
649,276,1,1,0
768,230,0,1,1
475,40,1,1,1
319,232,1,0,0
914,308,1,0,0
760,499,1,0,0
321,78,1,0,1
712,483,1,0,1
904,350,1,0,0
157,254,1,0,1
707,211,1,0,1
361,488,1,1,0
292,327,1,0,1
395,493,1,1,0
637,354,0,0,1
630,73,0,0,1
242,395,1,1,0
39,288,1,0,0
293,93,1,0,0
371,322,1,1,0
818,244,1,1,0
333,193,1,0,0
236,434,1,1,0
170,259,1,1,0
217,33,1,0,0
352,94,0,0,0
272,419,1,1,0
416,319,1,0,0
660,149,1,1,0
947,176,1,0,1
615,165,1,0,0
472,27,0,0,1
667,417,0,0,0
487,483,0,1,1
966,157,1,1,1
413,12,0,1,0
392,313,0,0,0
804,286,0,1,0
238,273,1,1,0
804,220,1,0,1
688,107,1,0,0
57,372,0,1,0
799,156,1,0,0
985,303,1,0,0
991,180,1,0,0
949,100,1,1,1
596,340,1,0,0
647,20,1,0,0
628,394,1,0,0
709,206,1,0,0
16,470,1,1,0
240,203,1,1,0
684,153,1,0,0
52,270,1,0,0
620,212,0,1,0
949,307,1,0,0
386,196,1,0,0
594,240,1,0,1
301,126,1,0,0
509,104,1,0,0
338,43,1,1,0
791,7,1,1,1
935,164,0,1,1
272,422,1,1,0
508,455,1,1,0
531,357,1,1,0
787,214,1,0,0
120,42,1,1,0
584,302,0,1,0
735,284,1,0,1
708,251,1,1,1
310,372,1,0,0
541,256,1,0,0
536,197,1,1,0
510,333,1,0,0
870,21,1,0,0
220,258,0,0,0
98,89,1,1,0
540,172,1,1,1
665,291,1,1,0
115,436,1,0,0
427,30,0,0,0
933,126,1,0,0
524,426,1,1,0
650,148,1,1,0
272,146,0,0,0
519,300,1,0,0
807,345,1,1,1
731,178,1,1,0
301,74,1,0,1
653,303,1,0,0
824,86,1,0,0
582,466,1,1,0
993,499,1,0,0
949,333,1,0,1
124,118,1,0,1
10,441,1,1,1
340,308,1,0,0
99,338,1,0,0
932,405,1,0,1
491,294,1,0,0
189,165,1,0,1
455,267,1,0,0
5,173,1,1,1
402,424,1,0,0
808,302,1,0,1
904,204,1,0,0
13,313,0,1,1
936,226,1,1,1
23,409,1,0,1
841,122,1,0,0
847,83,1,1,0
879,434,0,0,0
37,41,1,0,0
228,349,1,1,0
105,70,1,1,0
757,435,0,0,0
975,377,0,1,0
113,395,1,1,0
304,476,1,1,0
515,62,1,0,0
120,319,1,0,0
619,369,1,0,0
249,112,1,0,0
319,406,1,0,1
65,428,1,0,0
147,132,1,0,1
675,296,1,0,1
709,55,0,1,0
94,312,1,0,0
608,274,1,1,1
385,313,1,0,1
723,223,1,0,0
496,360,1,1,1
199,156,1,0,0
702,280,1,0,0
505,326,1,0,1
910,242,0,0,1
576,426,0,1,1
311,114,1,0,0
128,317,1,0,0
774,272,1,0,0
655,176,1,0,0
655,91,1,0,0
133,405,1,0,0
143,400,1,1,0
726,28,1,0,0
444,484,1,0,0
770,342,1,0,0
878,435,1,0,0
3,189,1,1,0
43,271,1,0,1
676,414,1,1,0
112,298,1,0,1
955,369,1,1,0
579,169,0,0,1
865,228,1,0,1
910,367,1,1,0
252,430,1,0,0
264,82,1,0,1
408,475,1,0,1
714,262,1,1,0
774,151,1,0,0
30,394,1,0,0
716,244,1,1,0
754,224,1,1,0
515,175,1,0,1
853,243,1,0,0
62,388,0,1,1
319,22,1,1,1
778,103,1,0,0
370,89,1,0,1
51,233,1,0,1
785,418,1,1,0
483,227,1,1,0
807,318,0,0,1
224,165,1,1,1
520,93,1,0,0
112,194,1,0,0
955,477,1,1,1
400,326,1,0,0
24,214,1,1,1
438,36,1,0,0
456,395,1,0,0
837,51,1,0,0
105,1,1,1,0
385,455,1,1,0
161,87,0,0,0
763,482,1,0,0
266,282,1,1,0
477,391,1,1,1
362,216,0,0,0
125,449,0,1,0
23,58,1,1,0
654,110,0,0,0
202,357,1,0,0
710,140,1,1,0
739,355,1,1,1
220,251,1,1,0
490,230,0,1,1
158,242,1,1,0
334,204,1,0,0
249,441,1,1,1
508,316,1,0,0
455,124,1,0,1
989,353,0,0,0
930,183,1,1,0
242,380,1,0,0
941,116,1,0,0
151,157,1,1,0
631,490,0,1,0
717,165,0,0,0
26,95,1,0,0
257,473,1,1,1
19,458,0,0,1
26,418,1,1,1
577,293,1,1,1
570,284,1,0,1
822,193,1,0,0
925,100,1,0,0
238,368,1,1,0
669,277,1,0,0
396,247,1,0,0
513,431,1,0,0
686,236,1,0,0
503,192,1,1,0
524,407,1,0,0
973,376,1,0,0
494,95,0,1,1
568,112,1,0,0
529,282,1,0,1
634,210,0,0,0
71,309,1,0,1
42,171,1,0,0
786,469,0,0,0
784,374,1,0,0
893,186,1,1,1
345,389,1,1,0
513,205,1,1,0
246,434,1,1,1
261,3,1,0,0
286,348,1,0,0
384,226,0,0,0
384,295,1,1,0
591,218,1,1,0
850,487,1,0,1
630,256,1,1,1
381,378,1,1,0
136,386,1,0,0
196,51,0,0,0
558,365,0,1,0
502,93,1,0,0
88,468,1,0,0
116,228,0,0,1
386,166,1,1,0
494,200,1,0,0
736,2,0,0,0
397,350,1,0,0
124,328,1,0,0
982,177,0,0,0
747,426,0,0,0
129,434,1,0,0
279,190,1,0,0
989,427,1,0,1
350,29,1,0,0
512,462,1,1,0
449,440,1,0,0
75,143,1,1,1
719,34,1,1,0
297,244,1,0,0
823,89,1,1,0
615,462,1,1,0
591,136,0,1,1
907,161,1,1,0
202,177,1,0,0
520,352,1,1,0
694,340,1,1,0
963,400,1,0,1
527,338,1,1,0
382,318,1,0,0
921,11,1,0,1
439,5,1,0,0
206,113,1,0,0
704,390,0,1,0
