user_id,product_id,rating
390,149,1
28,247,2
17,423,4
272,83,1
96,63,2
750,309,5
321,119,4
376,286,1
172,102,3
878,499,1
860,327,4
175,115,3
796,497,4
497,299,1
479,271,1
608,411,2
915,278,1
197,24,1
503,169,5
271,179,1
230,129,3
263,430,1
747,446,2
938,288,4
191,37,1
394,247,1
477,60,2
967,142,4
93,285,4
587,262,5
581,4,4
259,169,5
479,152,3
581,27,1
761,128,4
750,153,2
250,319,5
156,360,4
513,429,5
447,174,4
986,371,1
401,44,3
28,6,5
450,349,1
714,382,4
389,60,5
750,184,5
945,279,2
690,471,5
694,104,4
895,408,4
603,301,1
894,36,2
312,381,3
349,91,5
698,480,4
820,184,1
550,240,3
53,190,3
375,162,3
293,190,5
957,386,2
82,485,5
814,65,2
672,160,3
626,227,2
308,87,5
347,464,5
218,384,4
29,235,5
738,244,3
915,207,4
202,91,2
895,461,2
403,400,4
464,59,1
648,136,5
562,64,5
814,378,3
256,164,3
716,56,3
885,178,4
246,289,3
528,289,2
477,203,4
660,310,1
99,330,5
51,496,4
485,176,4
732,239,4
273,74,2
253,24,4
882,119,3
330,195,2
500,301,4
91,426,2
239,276,3
861,492,1
971,134,5
775,475,3
233,416,2
782,192,4
758,360,5
723,94,1
873,60,1
92,163,4
234,478,2
955,177,4
738,80,1
933,140,3
385,227,1
544,159,1
795,120,4
526,130,5
906,47,3
206,47,5
650,360,1
821,267,2
231,106,1
886,43,2
239,160,5
350,194,3
588,188,3
485,414,4
230,211,5
225,51,5
73,431,4
3,460,3
944,246,2
711,166,2
338,250,5
325,299,2
541,334,1
695,196,5
402,58,3
144,428,2
75,79,4
191,242,4
338,397,2
213,426,4
694,469,2
694,345,2
489,226,4
288,305,5
252,29,2
268,208,4
416,50,4
68,414,1
999,366,2
875,244,3
721,500,3
326,127,2
81,204,4
386,436,2
417,335,4
631,352,5
273,388,5
894,448,3
118,48,3
812,218,1
286,434,1
71,348,5
455,453,3
696,301,1
336,230,1
667,35,5
445,180,1
549,261,4
857,70,2
241,448,2
951,294,1
998,305,2
732,213,5
226,161,3
619,448,4
319,314,4
309,64,2
934,370,4
812,244,2
90,20,1
761,342,4
153,125,1
458,269,4
519,497,4
777,280,5
509,257,2
16,355,5
256,365,2
612,365,4
929,167,1
520,149,3
757,423,3
802,255,2
257,441,3
864,362,3
487,191,5
291,5,1
468,323,5
879,163,2
314,134,3
604,219,1
267,154,3
933,318,3
881,33,1
706,441,1
920,197,2
15,28,2
226,362,1
10,280,2
12,132,1
486,433,5
305,50,3
804,207,3
440,204,3
160,330,2
909,218,4
901,292,3
219,78,2
943,407,3
740,148,3
470,199,1
107,69,4
944,365,2
721,80,3
611,471,4
964,236,2
162,19,4
703,165,1
7,147,2
477,138,3
834,447,2
132,252,5
127,294,1
217,321,1
196,69,2
916,188,2
38,135,1
917,211,3
183,122,2
88,250,5
350,51,1
708,128,3
675,49,2
162,198,5
356,430,3
756,163,5
565,219,3
742,354,3
776,428,2
333,261,3
412,281,3
946,398,4
212,376,5
97,15,4
185,174,3
425,379,5
171,445,3
597,373,2
861,37,4
613,492,1
404,344,1
159,362,5
47,486,2
479,194,1
414,228,4
763,273,4
196,398,1
796,99,1
590,180,3
587,311,2
386,165,4
216,379,4
188,57,1
802,147,4
689,462,5
12,365,2
852,75,4
77,79,1
904,345,3
853,252,2
736,100,1
721,114,4
322,189,1
887,342,2
279,367,4
626,467,3
646,452,1
395,236,1
672,475,4
518,358,1
930,272,5
196,58,3
138,237,4
208,3,5
961,310,2
16,127,2
243,354,2
417,138,2
8,60,3
634,164,3
232,420,1
372,117,3
660,456,4
280,414,5
148,70,4
105,393,1
50,77,5
809,87,2
141,79,1
693,359,1
448,274,5
483,391,5
503,36,1
785,133,2
707,193,5
532,263,4
666,26,2
514,293,2
571,314,1
271,106,4
486,257,2
865,260,2
615,381,4
279,1,4
598,147,1
973,336,3
345,96,5
970,117,3
125,206,4
438,132,4
957,255,3
711,190,5
26,448,2
279,249,3
193,99,4
601,401,5
477,267,3
844,191,5
935,337,5
932,423,3
870,143,2
439,190,3
256,341,1
568,471,5
222,52,2
441,496,4
216,77,2
643,7,3
304,398,3
485,256,3
121,456,1
423,460,3
78,323,3
31,242,4
875,443,1
911,140,1
744,328,2
676,178,4
882,13,3
208,265,5
890,247,1
734,12,5
437,308,4
761,461,4
164,18,3
776,310,3
141,4,2
175,483,4
889,358,4
557,335,4
93,97,5
881,161,3
558,136,4
987,179,1
757,189,1
169,340,2
590,292,5
201,481,4
358,259,1
598,301,2
834,90,3
97,233,1
135,111,1
534,1,1
211,209,1
580,92,5
250,244,2
180,189,1
731,258,1
982,401,5
980,287,4
830,179,1
155,495,4
932,51,3
601,421,1
902,21,4
822,109,5
310,232,1
357,37,1
846,96,3
663,431,1
798,409,5
347,158,4
155,262,5
674,388,2
325,16,2
147,213,1
592,186,3
293,376,3
458,69,5
941,387,5
305,412,5
767,479,4
768,469,3
346,419,2
928,306,2
346,404,4
123,410,5
570,240,2
634,266,2
186,69,1
699,452,1
196,404,1
169,466,1
474,259,5
47,291,5
389,232,3
948,440,4
546,357,1
772,18,3
216,488,1
902,271,4
995,266,4
829,357,3
160,90,1
348,226,3
287,469,1
411,381,4
359,207,3
350,28,5
638,67,1
212,299,4
810,32,1
639,104,3
231,149,1
84,435,3
373,156,5
820,43,5
227,436,1
529,287,1
170,229,1
513,276,2
686,426,3
318,446,3
956,1,1
854,3,4
200,70,4
11,120,3
877,68,2
941,19,1
282,455,5
927,289,4
972,417,5
369,26,3
941,274,5
154,170,2
144,464,2
258,95,5
779,341,2
312,75,4
801,432,1
453,292,2
466,254,3
127,70,1
190,339,5
294,425,5
260,290,4
285,21,5
83,216,1
138,413,3
557,89,4
545,481,4
94,381,3
146,73,2
299,90,2
980,193,1
629,455,4
52,412,1
72,356,2
340,367,3
375,263,3
817,372,4
158,446,1
33,436,2
433,348,2
426,334,3
35,420,4
659,294,2
713,487,3
219,78,1
996,122,3
510,429,2
279,306,1
722,303,1
481,73,3
714,201,2
518,364,4
677,44,2
677,488,2
66,217,2
493,123,5
752,82,4
209,444,5
420,449,1
435,386,4
832,292,1
474,366,4
39,346,5
659,43,2
189,164,2
86,472,1
354,305,5
176,115,5
362,431,5
998,208,5
224,302,1
990,32,3
169,110,5
784,268,1
458,413,3
98,353,2
225,4,3
570,437,3
548,2,3
341,164,5
469,153,4
903,486,5
109,266,3
415,469,5
837,234,2
2,431,2
859,129,2
692,271,2
505,275,4
367,385,4
543,206,1
386,21,1
361,170,5
283,357,3
432,92,1
685,487,3
886,338,4
162,36,2
94,104,4
16,252,4
735,3,5
602,229,1
144,415,3
407,268,4
542,377,4
259,351,1
402,7,5
149,24,4
252,404,5
629,193,4
599,132,1
545,65,5
569,396,3
92,212,1
638,136,5
860,28,2
430,266,4
877,488,2
431,159,2
218,9,5
831,132,5
187,125,2
283,85,4
324,44,2
507,358,5
836,275,3
655,414,1
854,116,2
14,199,4
631,458,4
154,284,3
659,157,4
428,273,3
408,58,2
721,261,4
754,156,3
901,199,1
589,163,5
628,490,4
965,269,1
250,107,3
236,17,1
539,463,2
112,6,4
770,473,5
376,494,1
254,118,1
201,177,2
52,243,2
764,315,3
806,174,4
267,316,2
515,407,3
364,12,1
529,485,3
482,107,1
176,490,5
138,127,1
959,421,2
737,231,1
818,382,3
152,112,2
61,351,3
955,260,5
888,309,4
997,191,3
940,182,3
27,348,3
93,361,2
856,27,5
623,359,4
138,142,2
65,491,4
646,62,4
101,241,1
860,87,2
940,110,3
881,227,5
891,306,2
1000,484,4
471,481,5
516,115,2
543,64,4
771,138,4
90,273,2
267,303,4
254,230,5
844,202,5
332,387,2
172,234,3
953,473,5
629,75,5
528,463,3
882,45,1
260,277,5
65,40,5
65,86,2
581,447,3
326,294,4
176,138,4
791,271,2
742,338,4
354,453,4
236,465,4
136,338,5
977,480,3
58,143,1
459,456,4
21,100,2
563,131,2
334,52,1
95,206,1
147,206,3
179,37,2
18,254,1
545,322,3
27,115,1
771,35,1
701,371,1
775,17,3
670,404,2
498,49,5
287,469,2
62,36,5
441,354,5
589,297,4
688,171,1
288,135,5
125,249,3
106,382,3
141,323,5
783,425,4
383,434,4
575,245,1
763,457,3
857,283,4
618,203,3
280,118,4
108,208,4
453,157,5
862,435,5
109,17,4
175,326,5
268,107,3
66,395,5
24,446,5
816,476,5
456,101,3
937,193,5
661,470,3
161,341,1
650,173,3
562,156,1
292,485,2
600,47,4
636,479,3
286,324,1
183,153,2
709,110,4
867,286,2
221,492,3
732,452,3
885,440,3
815,86,1
877,233,2
743,393,1
860,277,4
474,64,2
969,124,3
538,338,1
232,440,4
176,469,3
363,363,5
929,144,3
322,53,5
623,158,3
684,220,3
881,217,1
815,97,5
901,334,4
930,21,4
19,122,2
198,27,5
913,346,5
451,297,5
86,247,3
58,63,5
660,458,3
537,406,4
675,9,1
130,409,2
126,249,5
486,173,4
279,121,1
999,96,3
935,368,5
779,393,3
950,427,4
619,11,3
344,137,5
808,351,3
342,322,2
88,305,1
960,241,2
446,349,3
378,324,4
719,446,4
47,165,4
205,39,2
767,152,3
30,149,3
755,492,3
671,350,1
657,14,1
884,249,3
251,205,1
340,231,3
224,395,3
318,405,1
634,161,2
164,329,1
283,10,4
565,136,1
832,373,3
205,304,5
545,354,5
716,33,1
846,460,2
905,137,2
436,442,3
798,79,1
247,309,3
726,403,1
281,239,3
903,61,5
561,489,5
927,347,3
809,9,5
555,413,4
569,386,2
669,299,2
6,299,2
723,382,5
203,346,4
267,338,3
710,96,4
394,172,1
537,24,5
907,370,4
613,338,2
839,259,3
2,275,3
691,343,4
232,302,4
825,215,2
76,456,5
184,69,1
976,182,3
362,281,1
960,380,4
132,244,3
878,479,1
294,443,4
450,207,4
571,52,4
64,44,2
481,272,5
723,164,1
14,310,2
559,241,3
576,380,1
504,193,5
127,402,1
426,218,5
749,336,2
346,61,5
331,226,1
323,152,3
902,80,2
306,456,5
167,41,4
567,256,4
743,491,5
57,238,5
716,352,1
982,257,1
716,388,3
18,374,3
255,141,3
887,211,5
869,282,4
376,114,3
809,318,4
654,6,5
426,199,1
686,178,5
569,435,2
225,161,5
145,38,5
939,393,1
988,106,5
361,53,3
142,486,2
412,78,1
877,80,5
931,51,2
411,202,4
121,41,1
491,476,1
23,320,5
974,331,4
451,213,3
402,233,4
221,337,3
262,459,4
362,443,5
846,9,2
506,483,2
315,498,1
138,199,4
136,156,5
1,254,5
249,469,2
70,304,4
768,224,4
825,4,2
355,172,5
584,108,2
616,349,5
8,28,5
819,34,2
123,270,3
282,87,1
161,31,2
594,188,4
996,270,2
86,26,1
362,286,1
669,450,4
896,182,2
536,394,1
704,438,5
510,386,3
520,217,3
531,474,4
375,425,5
795,13,3
296,103,3
407,415,2
318,355,5
5,215,2
396,266,4
418,492,3
612,182,5
852,423,5
73,78,4
692,195,5
859,178,4
785,24,5
191,403,4
617,23,3
737,488,3
736,275,1
590,462,1
577,128,1
163,133,4
60,480,2
552,248,1
704,269,5
252,402,5
255,77,3
700,98,3
715,24,1
399,368,4
122,99,5
959,280,5
933,165,2
801,444,5
947,273,2
353,359,4
390,436,1
863,64,2
131,408,5
424,245,4
233,207,3
671,43,2
975,89,4
282,440,1
767,223,3
363,21,2
579,199,5
436,440,3
645,15,3
423,480,1
500,72,3
846,343,2
30,135,3
91,60,1
594,458,5
713,279,2
860,52,2
771,112,4
461,424,3
60,39,2
116,343,2
213,228,4
344,440,4
590,300,4
539,466,2
629,21,1
706,137,5
985,79,2
472,186,1
9,355,5
589,9,1
438,42,1
832,395,2
265,308,5
664,314,2
552,186,1
240,364,3
434,104,1
985,162,2
853,457,2
443,37,2
459,411,4
691,353,2
914,151,1
164,66,3
484,424,5
79,304,3
91,89,4
193,287,3
15,284,4
673,268,4
798,15,1
140,457,4
599,304,2
361,193,2
19,394,1
893,446,1
402,496,1
792,339,5
958,403,1
266,460,1
793,232,5
866,313,3
522,382,5
379,112,1
991,147,1
256,73,1
405,207,5
221,62,4
181,439,5
138,137,4
339,107,4
445,82,3
669,9,2
198,46,3
587,337,3
368,306,4
586,291,1
39,474,1
301,235,1
788,56,3
75,286,2
343,189,4
462,470,4
410,177,5
98,97,1
180,400,2
471,213,1
330,468,1
257,457,4
115,200,2
392,126,3
527,236,5
479,88,1
924,462,4
770,460,5
737,157,4
893,307,1
754,262,4
751,107,5
224,292,3
731,418,5
67,212,3
934,211,1
268,416,1
144,427,5
429,48,4
75,420,5
292,396,2
194,35,4
707,229,1
462,333,1
641,189,3
435,297,3
926,470,2
760,192,5
640,74,4
744,373,3
355,192,5
500,23,2
854,366,2
927,456,4
322,274,2
712,296,4
231,209,2
472,70,5
270,35,3
848,34,4
485,59,3
788,164,4
550,395,4
877,401,4
226,180,5
131,130,2
320,358,4
682,76,1
339,114,2
170,159,2
552,435,3
883,241,3
377,2,4
567,4,5
474,303,2
717,150,3
915,248,4
560,124,3
35,274,3
510,161,1
988,203,4
701,167,2
41,317,4
916,93,1
386,282,4
51,31,1
534,346,3
184,258,4
83,486,5
737,22,4
674,382,1
651,386,3
142,45,4
645,88,4
931,338,4
327,27,3
769,115,4
282,339,4
339,157,4
896,326,4
583,305,3
826,155,5
866,18,3
293,330,5
424,389,1
588,390,2
108,226,2
388,195,5
928,255,5
207,484,3
372,139,3
189,415,4
428,470,3
38,478,1
459,226,1
456,190,2
448,204,4
209,34,2
652,348,3
400,339,2
110,217,5
392,306,2
270,104,2
191,179,4
974,241,3
797,51,2
226,425,3
661,443,4
25,120,1
405,421,4
414,27,3
669,390,5
766,409,3
208,336,1
107,371,1
262,136,3
598,156,1
127,238,4
20,165,5
768,400,4
53,448,2
511,119,1
875,308,2
930,293,3
117,347,4
776,190,4
952,231,2
852,343,5
920,445,1
48,256,1
538,300,4
465,239,2
222,15,1
468,216,2
585,53,5
458,380,1
351,113,2
133,238,2
891,86,4
504,206,1
856,115,5
848,470,2
567,367,3
779,82,3
447,437,1
913,140,1
110,217,5
155,357,1
419,359,5
387,293,2
404,72,4
869,21,2
745,432,2
44,305,2
447,265,2
461,39,5
568,357,5
320,19,1
935,9,3
552,417,1
986,363,5
103,465,1
466,127,3
630,151,3
940,336,2
184,31,2
575,215,2
213,160,4
53,300,5
305,453,5
153,233,4
785,180,2
449,72,1
680,410,5
929,441,1
911,419,3
807,249,3
60,305,4
204,170,1
993,487,2
815,450,4
716,198,4
421,386,1
844,313,5
485,247,3
897,124,1
718,478,3
756,112,1
615,206,3
792,59,2
766,190,3
509,312,2
979,486,5
187,297,1
213,344,2
742,59,3
379,479,5
914,13,3
154,383,3
2,448,2
721,389,1
72,73,5
295,372,5
72,208,5
701,153,3
802,267,4
960,436,4
664,363,1
342,219,5
763,110,2
711,378,3
932,114,1
613,95,4
383,297,1
926,175,3
901,355,2
297,413,2
426,427,3
178,27,2
654,107,3
507,365,1
233,445,2
533,116,4
860,349,5
505,448,5
561,279,4
169,398,4
935,417,4
444,323,5
771,78,5
566,318,3
179,277,2
558,362,4
689,357,3
70,384,1
86,494,5
95,65,5
208,170,3
813,336,3
458,314,1
349,333,5
677,454,5
780,315,5
353,493,3
430,480,2
606,83,3
891,354,1
900,293,3
56,189,3
189,163,2
19,193,3
626,338,4
259,233,1
157,354,2
325,256,1
398,297,1
154,310,4
287,242,2
210,133,4
112,136,1
681,359,5
118,147,1
57,41,2
578,498,2
133,238,1
962,57,4
811,231,3
398,373,1
301,144,4
640,91,1
922,452,5
738,491,5
573,187,4
179,13,2
181,212,5
670,129,3
227,465,5
612,198,2
821,408,2
571,156,5
892,266,5
931,402,4
285,408,2
734,240,4
775,294,2
616,290,4
874,186,4
279,119,2
367,261,5
363,155,5
427,88,3
354,432,2
995,200,1
292,400,4
470,10,1
579,187,1
729,448,5
550,434,3
681,91,1
668,42,4
266,31,2
424,125,5
87,157,1
196,285,5
81,496,3
99,498,1
890,214,2
112,481,5
244,281,1
908,79,5
22,367,1
148,390,5
44,405,5
311,147,3
497,386,5
980,159,2
236,290,2
494,176,3
935,390,2
285,480,3
180,94,3
704,232,5
67,456,2
794,452,3
7,374,1
725,94,1
25,92,1
344,259,5
898,371,5
661,497,4
900,175,2
997,157,5
118,296,1
7,316,5
773,366,5
446,233,3
679,407,2
762,107,5
936,445,1
629,306,5
755,460,2
760,27,2
464,445,3
146,97,4
644,90,3
58,19,4
790,208,1
243,56,1
26,111,5
534,60,3
142,400,4
864,310,2
958,7,1
241,265,5
760,34,4
33,326,2
390,153,2
695,245,4
213,233,1
822,96,3
121,161,1
664,415,4
530,257,2
313,57,2
869,315,3
609,54,3
636,471,1
776,117,4
58,148,5
73,297,1
895,287,2
372,234,5
481,347,2
899,356,1
348,324,5
125,304,5
663,77,5
748,271,3
245,279,4
297,191,4
366,92,3
732,262,5
935,469,2
191,335,4
817,119,1
930,412,2
998,384,1
466,191,3
41,375,2
860,408,2
240,153,4
598,112,2
462,92,1
473,24,1
160,96,3
318,152,1
318,56,1
77,275,1
752,16,5
667,482,2
398,416,1
552,335,1
298,191,2
70,322,2
390,381,1
702,233,5
506,343,5
260,153,1
960,211,1
621,152,5
705,490,5
73,226,5
189,386,4
944,107,1
36,281,1
314,4,5
499,33,3
799,434,3
280,74,5
344,96,3
452,387,5
220,353,2
967,310,1
524,497,4
751,221,3
105,250,2
323,266,1
991,60,1
209,345,2
846,319,4
451,49,3
939,178,1
970,379,3
729,365,2
693,6,5
980,336,2
683,25,3
538,241,5
383,234,4
967,38,4
514,389,1
54,318,3
731,423,4
436,184,3
479,356,1
855,20,2
324,33,2
244,347,4
653,30,5
31,236,5
556,163,1
820,159,2
139,54,5
141,256,2
399,135,5
999,469,1
242,214,4
113,310,2
256,23,5
187,367,2
630,208,3
140,152,2
166,378,5
750,454,2
182,326,3
431,68,5
913,312,3
267,193,2
767,54,4
95,480,3
637,497,2
801,106,4
220,316,1
74,9,3
390,94,5
671,24,3
571,224,1
406,256,5
225,246,3
268,31,2
653,398,3
229,432,5
478,304,4
475,444,4
908,45,4
275,365,5
322,244,4
958,33,2
185,260,4
928,25,1
442,5,5
449,436,5
516,248,4
614,141,4
964,497,1
31,115,1
741,494,4
71,203,1
288,154,3
452,143,2
385,379,3
903,482,4
399,433,1
469,234,3
801,394,2
834,13,4
635,481,2
800,142,3
712,5,5
898,134,4
605,152,2
827,103,1
817,146,4
888,179,5
542,223,4
710,287,3
789,496,4
509,246,5
208,123,5
691,211,5
61,124,3
652,16,4
173,164,5
524,377,3
810,232,1
198,378,5
510,256,5
626,52,5
614,193,2
405,490,3
805,246,1
516,197,1
528,6,4
974,493,3
595,428,5
794,232,4
183,483,1
672,182,3
559,83,2
713,371,1
340,178,1
563,404,3
900,329,2
713,338,3
320,83,1
700,401,2
570,270,1
540,441,2
2,497,5
937,2,1
804,251,1
533,14,1
722,131,4
136,54,2
900,106,5
878,148,3
643,184,5
28,199,4
775,294,3
214,279,5
265,460,4
306,441,4
191,248,3
907,147,1
11,357,2
402,332,4
833,61,2
179,316,3
548,86,3
621,266,3
29,70,2
157,390,2
569,203,4
418,343,4
879,347,1
702,441,2
468,371,4
792,47,3
373,158,2
922,370,2
876,81,3
890,392,2
587,408,1
710,371,1
392,118,4
601,108,5
194,63,1
181,28,2
400,33,1
456,35,5
216,381,1
217,500,5
722,287,4
947,145,2
98,141,3
765,356,2
447,218,5
34,276,5
664,339,2
383,306,1
859,184,1
981,405,2
248,227,1
948,123,3
552,395,3
373,136,5
214,296,4
990,56,2
911,126,2
996,103,3
316,451,4
222,464,3
487,134,4
232,320,4
880,308,4
898,9,2
129,234,4
797,204,4
256,251,5
927,380,3
235,392,4
293,415,2
90,215,3
132,15,5
159,268,4
787,464,4
298,252,4
94,199,1
366,27,1
158,175,2
899,294,5
963,210,3
44,371,4
148,314,2
885,493,1
720,214,1
972,3,4
963,399,2
737,315,4
335,55,3
712,322,3
176,59,4
953,415,1
128,230,2
100,240,5
918,254,4
847,314,4
324,328,1
463,187,3
938,409,1
258,191,2
399,283,4
764,444,4
168,132,3
888,185,5
753,45,2
939,171,4
620,392,2
613,376,4
868,345,1
690,241,4
452,214,3
897,358,4
874,176,2
950,448,1
350,266,1
836,373,2
329,364,5
330,16,5
480,32,2
268,391,4
912,475,1
812,71,1
242,48,1
673,469,1
73,279,3
262,306,1
286,248,4
236,327,1
973,84,4
787,41,3
427,146,1
83,347,5
439,445,5
18,258,3
128,123,5
379,311,5
483,285,4
613,106,2
620,20,2
141,475,2
235,315,4
608,169,4
731,179,4
605,145,4
947,473,4
581,277,2
539,272,4
984,161,1
922,399,5
240,460,3
481,310,1
978,417,1
777,321,1
625,295,3
395,367,2
538,379,1
26,38,2
487,74,1
501,343,2
640,470,1
616,432,5
320,197,5
891,320,2
818,469,1
752,26,4
735,229,5
299,381,3
527,400,2
758,290,4
134,197,2
719,470,1
698,188,5
638,9,3
777,394,5
752,188,5
508,102,1
616,474,2
424,483,1
390,479,5
681,35,3
849,311,4
862,77,3
557,221,2
112,432,2
216,434,2
393,465,2
288,141,1
233,257,5
131,434,3
617,432,5
69,427,5
480,189,2
253,132,1
910,356,5
23,76,3
297,188,4
875,184,3
999,113,3
927,289,3
950,197,5
150,10,5
3,75,4
807,292,1
532,192,3
909,344,5
516,230,1
944,299,5
422,25,3
697,387,3
427,84,5
861,432,2
44,92,5
807,404,5
316,350,5
469,85,2
721,301,1
717,240,3
122,337,1
223,267,2
140,32,4
213,471,5
390,333,4
342,289,4
73,477,1
175,487,4
235,402,4
972,379,3
883,229,5
228,24,2
209,142,1
291,198,4
633,416,2
680,451,2
21,354,5
180,92,5
420,406,5
38,326,4
587,56,1
226,394,5
370,426,5
986,233,1
410,255,1
248,137,2
28,96,3
629,448,3
585,19,1
291,67,1
380,297,4
320,380,4
910,4,5
636,333,3
87,144,2
400,364,2
91,343,4
929,31,1
760,186,1
138,210,2
83,331,3
370,282,3
33,468,2
361,207,1
546,228,3
200,15,4
144,121,5
304,25,1
69,317,3
318,71,1
386,483,4
523,10,5
696,397,3
444,422,3
148,68,2
287,477,1
486,92,4
937,350,1
151,150,4
799,328,1
255,386,3
855,23,3
817,280,5
917,345,3
648,96,2
89,415,5
561,263,5
892,425,1
706,192,5
756,291,3
831,421,2
280,485,4
499,9,3
770,369,4
159,334,2
440,468,5
353,352,4
105,140,3
337,138,3
581,359,4
241,26,3
398,419,4
701,440,3
606,485,2
927,321,2
836,78,5
742,248,4
877,52,2
523,231,4
539,385,1
373,129,1
831,261,1
578,160,2
704,243,5
269,447,3
907,102,5
246,400,5
239,215,3
854,471,4
951,496,1
854,446,5
651,138,2
332,99,1
597,374,1
973,95,5
580,427,1
768,28,3
903,32,2
458,253,4
41,26,5
964,490,4
744,273,3
126,384,5
761,153,2
835,37,3
324,210,4
274,313,5
295,232,5
837,206,5
368,67,4
224,462,4
149,13,5
122,217,4
613,198,5
676,102,1
642,219,4
443,362,1
41,99,3
902,427,2
137,311,2
788,457,4
517,223,3
526,177,3
63,238,1
900,67,2
279,298,3
536,68,2
778,447,1
396,238,3
122,395,5
552,421,1
244,29,2
19,26,5
952,113,2
165,292,4
591,444,2
720,317,1
857,425,5
417,360,3
438,431,2
145,373,5
826,478,1
249,226,5
389,152,3
161,316,1
95,169,4
116,49,5
684,305,1
340,479,3
144,228,1
148,408,3
796,105,4
245,329,5
696,232,4
902,190,5
599,102,4
149,499,1
956,105,5
989,278,3
297,389,5
410,167,1
14,366,4
99,407,4
559,181,2
989,419,4
928,450,3
957,2,4
947,58,4
673,154,3
695,191,5
726,149,5
397,270,4
723,235,2
816,487,3
382,115,3
102,269,1
465,245,1
218,263,2
117,471,5
946,418,1
64,261,2
760,401,4
159,70,2
542,48,2
564,283,5
543,360,4
663,312,2
244,447,5
603,108,3
553,375,3
837,450,5
936,297,4
164,401,2
517,366,5
669,280,5
204,445,5
264,387,5
77,433,3
159,46,4
164,111,1
323,42,2
294,87,2
396,137,3
637,448,5
542,304,2
848,427,5
512,27,1
62,430,5
761,334,2
417,477,4
643,107,4
433,99,2
423,347,1
109,12,4
194,390,2
695,331,5
433,208,4
93,197,4
838,82,3
959,39,3
334,77,1
838,427,3
691,151,2
97,325,2
898,221,1
222,407,4
987,296,2
564,500,2
367,74,1
906,455,3
544,421,2
181,143,5
979,304,5
860,494,3
39,263,1
411,53,1
940,31,5
209,208,3
233,69,3
950,195,4
629,495,5
606,396,4
528,95,2
496,348,1
755,76,3
492,301,3
992,423,2
636,103,2
44,498,5
141,146,2
661,200,4
3,213,2
348,456,3
16,109,3
365,34,4
241,228,1
972,46,4
822,230,2
717,177,5
565,443,3
146,493,3
266,278,3
124,213,4
346,354,1
676,185,2
89,270,1
486,281,5
715,280,5
56,474,4
